Gene,SDI
OR11A1,1.98266541
OR11A1,1.98266541
OR11A1,1.98266541
OR11A1,1.98266541
OR10H3,3.88013093
OR10G3,0
OR10G2,0
OR10H2,3.88013093
OR10H1,3.88013093
ITGB1BP2,0
AATF,3.62917598
AATF,3.62917598
RGS17,3.98050419
SRPK3,1.86907763
PCOLCE2,0
OSTF1,3.85421201
BSCL2,0
,0
,0
,0
GREM1,1.9953845
GREM1,1.9953845
GREM1,1.9953845
CKAP2,4.38044044
MRPL46,4.82950753
OR8B2,1.98266541
TBL2,1.68643539
VCX,1.72112764
ELP4,4.42292257
OR7E24,0
OR7C2,0
OR7A5,1.98266541
OR7C1,0
OR4F4,0
OR4F4,0
OR4F3,0
OR4E2,0
OR4E1,0
OR4D1,1.98266541
OR2W1,0
OR2W1,0
OR2W1,0
OR2W1,0
OR2W1,0
OR2W1,0
OR2W1,0
OR2W1,0
OR2V1,0
OR2T1,0
OR2T1,0
OR2T1,0
OR2J2,0
OR2J2,0
OR2J2,0
OR2J2,0
OR2J2,0
OR2J2,0
OR2J2,0
OR2J2,0
OR2H1,0
OR2H1,0
OR2H1,0
OR2H1,0
OR2H1,0
OR2H1,0
OR2H1,0
OR2H1,0
OR1L3,0
OR1L1,0
OR1J2,0
NUFIP1,9.48663964
RPS6KC1,1.99956223
SH3YL1,0
HAVCR1,1.99948798
,0
RNU105C,0
RNU105B,0
SNORA73B,0
,0
,0
SNORD102,0
SNORD4B,0
SNORD4A,0
,0
SNORA72,0
,0
,0
SNORA70,0
SNORA69,0
SNORA68,0
SNORA67,0
SNORA66,0
SNORA65,0
SNORA64,0
SNORD63,0
SNORD62A,0
SNORD61,0
SNORD60,0
SNORD59A,0
SNORD58B,0
SNORD58A,0
SNORD57,0
SNORD56,0
SNORD54,0
SNORD53,0
SNORD52,0
SNORD52,0
SNORD52,0
SNORD52,0
SNORD52,0
,0
,0
SNORD49A,0
SNORD48,0
SNORD48,0
SNORD48,0
SNORD48,0
SNORD48,0
,0
SNORD45B,0
SNORD45A,0
,0
SNORD43,0
SNORD42B,0
SNORD42A,0
SNORD41,0
SNORD55,0
SNORD37,0
SNORD36C,0
SNORD36C,0
,0
SNORD36A,0
SNORD36A,0
SNORD35A,0
SNORD34,0
SNORD33,0
SNORD32A,0
SNORD24,0
SNORD24,0
SNORA74A,1.99997467
SNORD14A,0
RNU11,0
RNU6-1,1.14355763
RNU5F-1,1.14355763
,1.14355763
,1.14355763
RNU5A-1,1.14355763
RNU5B-1,1.14355763
RNU4-2,1.14355763
RNU4-1,1.14355763
,0
,0
RNVU1-18,0
RNVU1-7,0
RNU1-3,0
RNU1-2,0
RNU1-1,0
STEAP1,5.92129556
OPLAH,0
SMR3A,0
RANBP6,2.84554464
COPG2,8.17024058
HBP1,0.98611738
HBP1,0.98611738
NBEA,3.8922474
ZNF285,0
SEC22A,1.99205705
AP3M1,5.74705651
PABPC1,9.7970073
AKAP8L,6.55024787
RNF11,4.78221025
TRUB2,1.90911553
GPR160,2.98999877
FETUB,1.97755717
CYFIP2,9.74527816
DNAJC2,4.63845825
USP21,3.79777047
FGF22,4.95450098
TPK1,0
KCNV1,3.69143811
CNPPD1,0
BEX3,1.94162869
DNAI1,4.66527697
NPTN,5.97150471
FOXD3,2.50135649
FOXB1,0
MLH3,3.44903389
NPHP3,1.98562646
ATP2C1,4.74167368
ZBTB32,1.61745951
ACAD8,0
NOX1,4.9541501
SIGLEC7,1.74820254
PKD2L2,1.84815186
LAT,7.9207321
UTP25,2.77396165
PELP1,5.45261168
SND1,7.76164897
ANKRD1,6.56745228
NSG1,18.28660567
STAU2,3.94733028
PPA2,0
GHITM,3.95315326
DAPP1,3.79872801
VPS41,12.16535436
LAMP3,7.88212703
TSPAN13,1.98343236
LYPD3,4.92274591
B9D1,5.7734385
MTBP,1.30456818
FOXP1,1.61745951
B3GAT1,4.90875981
UQCRQ,2.59648325
ST6GALNAC4,1.99950007
CACNG5,5.83709599
CACNG4,6.83264029
KCNMB3,2.66136088
TRAPPC3,5.29914975
TAF5L,4.65076929
CLUL1,2.91776365
CACYBP,8.83358692
EIF2AK1,0
ARRDC2,1.99038055
ZBTB11,0
DMAC2L,1.98226995
SDCBP2,4.92438813
FAM155B,1.98266541
BBC3,1.38423998
PDE7B,0
DKKL1,1.99979556
DKK4,1.70705006
DKK3,0
DKK2,0
INPP5J,5.84142966
AFF4,4.91120271
SMC1B,5.544669
CYTH4,2.95249068
HSPB7,5.60764651
INVS,5.87882629
SNX5,11.73431421
CPNE7,3.94878203
KCNH5,3.71854716
TJP3,2.99437642
MORC1,0
CIDEB,2.6679542
CIDEB,2.6679542
PALD1,2.61026656
FILIP1,3.90643714
DENND2A,1.95861028
STK36,2.61026656
CPAMD8,1.99804604
INTU,3.91713272
ZNF777,0
BRPF3,2.99451584
NDOR1,4.44079152
CHIA,2.90800636
AGO2,14.83943052
NAAA,3.9785677
SALL3,0
SALL3,0
SALL3,0
GLS2,1.47083869
PRELID1,3.84150725
SLC39A1,3.90802183
TUBG2,9.6223563
IL36B,1.70705006
IL37,4.92303537
IL36A,1.70705006
SIGLEC9,2.91753747
SIGLEC8,0
VPS4A,16.35136175
DISC1,7.91111933
IL17C,1.70705006
IL17B,0
GPR82,1.98266541
HCAR1,1.98266541
OXGR1,1.98266541
GPR78,2.93608116
C5AR2,2.78505605
TUBGCP4,9.87441461
SERP1,5.74471907
NMRK2,3.87956561
GNMT,0
SULT1C4,0
COQ2,3.74656181
ARFIP1,3.49650986
ARHGEF16,0
GPKOW,2.37140825
GPR162,1.98266541
SIT1,2.93433955
BBS9,7.76554614
TNFRSF21,3.57473619
CHMP2A,8.83208303
SESN1,5.77503961
RNF115,1.24285218
NFU1,3.57747775
ERLEC1,1.2345315
MMADHC,2.39001482
PDCD4,2.61026656
KLHL20,9.65596486
PCDH17,0
CSDC2,1.86907763
CNTN6,1.98266541
LSM1,9.84503193
LSM3,7.5857375
TINAG,2.97225144
SULT1B1,0
TEKT2,4.84242659
SRPX2,5.96145491
VENTX,0
RBMXL2,1.67968693
RND1,8.64449607
SPINK4,0
R3HCC1L,0
DIMT1,4.45488733
SMPDL3B,3.97151139
DHDH,0
PDLIM3,0
TP53TG5,1.86907763
CRCP,5.89555402
ADAMDEC1,0
ZNF544,0
APEX2,2.94691805
BMP10,4.92842733
RBMS3,2.61026656
MOCS3,1.24285218
HPGDS,1.24285218
ZNF330,2.92654298
RAB30,6.50172556
PGAP2,3.88227899
RBMX,9.54286896
BHLHE22,0
TOX3,0
TNRC6A,5.72710308
TNRC6A,5.72710308
PCDH11X,1.74820254
ANGPTL3,5.93837843
RPS6KA6,5.18539899
ZNF638,3.49904735
GOLIM4,9.19670586
P2RY10,1.74820254
EIF3K,3.86857273
EIF3K,3.86857273
HTATSF1,3.32364257
UBE2S,2.89257969
PRPF19,12.44149022
UTP20,6.86105643
RRP7A,3.58466956
RABGEF1,4.60625156
POLL,1.61745951
PCSK1N,2.96818634
KCNMB4,2.66136088
TMEM97,7.61301072
STK39,7.79276302
TOR1B,4.59963423
MCAT,1.47083869
APOBEC3C,2.83736976
DESI1,1.86907763
SGSM3,1.9995403
HTRA2,12.62842447
MAT2B,4.83863457
TOR2A,0
POLM,0
EML4,3.89776412
HDHD5,0
CECR2,1.88475529
PCLO,5.969311
PPP2R3B,2.81937225
PPP2R3B,2.81937225
PPP2R3B,2.81937225
SLCO4A1,1.74820254
SLCO3A1,1.74820254
SLCO1B3,2.52829992
,3.93097012
CDH20,4.94034826
,1.99979776
,3.93733693
,1.99979776
,3.93733693
,1.99979776
,3.93733693
,3.93733693
,3.93733693
,3.93733693
,3.93733693
,1.99979776
,1.99979776
,1.99979776
,1.99979776
,1.99979776
,1.99979776
,1.99979776
,3.93733693
,1.99979776
,3.93733693
,1.99979776
,3.93733693
,4.86171645
,6.72261671
,1.99979776
,1.99979776
,1.99979776
,5.71468531
,3.93733693
,4.94872702
,5.89801116
,3.93733693
,1.99979776
,3.93733693
,1.99979776
,3.93733693
,1.99979776
,1.99979776
,1.99979776
,1.99979776
,3.93733693
,1.99979776
,1.99386981
,1.99386981
NKIRAS2,1.9940426
NKIRAS1,1.9940426
CDH19,4.94034826
DLL1,6.92616035
DLL1,6.92616035
,2.99354005
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,2.99354005
,4.88788041
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,1.98266541
,0
,0
,0
,0
,1.99386981
,1.99386981
,0
,0
,0
,0
,0
,0
,0
,1.99386981
,2.93964079
,0
,3.93097012
,2.98902429
,0
,0
,0
,0
,1.99386981
,1.99386981
,0
,2.98902429
,1.99386981
,1.99386981
,2.98902429
,2.93964079
,1.99386981
,1.99386981
,0
,1.99386981
,3.93733693
,0
,1.99386981
,0
,3.93097012
,0
,1.99386981
,0
,3.93097012
,0
,0
,1.99386981
,3.93097012
,0
,0
,3.93097012
,0
,0
,1.99386981
,2.93964079
,7.65764007
,2.93964079
,3.93097012
,3.93097012
,1.99386981
,1.99386981
,0
,3.93097012
,0
,3.93097012
,1.99386981
,1.99386981
,1.99386981
,0
,1.99386981
,0
,1.99386981
TRIB2,2.77591409
CCDC22,2.90531911
REM1,1.84288981
LAMTOR2,6.38729599
MRPS28,2.7080257
COA3,1.87238853
TMEM176B,1.99902381
DCPS,5.46967855
OSTM1,2.98743895
GIT1,2.99765758
SLC27A6,2.61821876
SNX24,0
SLC6A16,1.84172926
BZW2,1.9940426
C11orf54,3.56036474
AAMDC,0
SPCS1,3.31157821
MRPS18B,4.82950753
MRPS18B,4.82950753
MRPS18B,4.82950753
MRPS18B,4.82950753
MRPS18B,4.82950753
MRPS18B,4.82950753
MRPS18B,4.82950753
C19orf53,1.72112764
ACAD9,4.51262189
MRPL42,4.68372845
TMEM14A,2.92819326
IFT81,7.36947411
FLVCR1,4.88626324
TMPRSS11E,2.9211633
TMPRSS11E,2.9211633
RGCC,4.72221638
MCTS1,2.93235026
MCTS1,2.93235026
MAGEH1,0
NOB1,2.99399339
DBNL,17.74883122
NTMT1,2.81650798
COMMD5,1.97950538
MACROD1,1.61745951
HIPK2,4.94826269
MRPL13,3.36711528
KLF15,0
SLC43A3,0
ATAD2,2.87912403
FAM156A,1.99994068
TMEM230,8.36555954
WDR91,3.23680345
ZC3H7A,0
ZBTB44,0
CCDC113,3.96011446
C1GALT1C1,2.9992202
C1GALT1C1,2.9992202
SETD2,2.71650374
MRPL18,4.65863263
NDUFAF4,2.00170382
MED4,4.52250487
CCDC59,0
CHMP4A,10.59202521
CHMP4A,10.59202521
GTPBP8,0
PHPT1,1.99992492
BABAM1,6.05263104
THYN1,0
MRPL15,2.7080257
UBE2T,2.25891168
TIMM21,1.99771444
STXBP6,3.99062563
MRPL22,2.7080257
LGALSL,0
ORMDL2,2.93479289
CNIH4,2.76339054
RANGRF,8.68711098
COMMD9,5.72386637
TMEM208,3.73159614
SSU72,2.70548684
DROSHA,4.52113877
DNAJC15,2.80425053
N6AMT1,2.95393789
CFAP20,5.83700626
SCG3,3.86549085
NXT1,5.39059186
PYCARD,12.28152912
FHOD1,6.9087443
TBK1,4.73284118
C6orf15,0
C6orf15,0
C6orf15,0
C6orf15,0
C6orf15,0
C6orf15,0
TAGLN3,1.96805071
SAP30BP,2.76325478
MYLIP,3.79952357
BRD7,3.66240179
DDX25,2.83736976
CTNNA3,3.96898243
CLEC2D,4.88044661
PRSS50,3.9055305
ANKRD11,3.88033472
LGALS13,1.95561059
C11orf21,0
CD274,6.89090679
RACGAP1,12.69485643
UHRF1,5.89410756
BLNK,4.53652635
USP25,2.65213566
PACSIN3,5.80768947
TMOD4,2.56084029
TMOD3,3.8021113
TMOD2,3.79108364
CARD10,1.45414085
ABT1,2.82806565
PARVB,7.76684258
NCAPH2,5.93316765
CYP2S1,4.63398881
OLA1,7.91558333
UQCR10,1.56855233
YPEL1,0
ZDHHC1,3.85184487
ZDHHC8,4.69577643
VPREB3,1.9994798
REPIN1,1.84338754
GRHL1,4.19569186
TFCP2L1,3.78666829
SENP1,4.80412945
TFPT,4.636829
TFPT,4.636829
TFPT,4.636829
TFPT,4.636829
TFPT,4.636829
TFPT,4.636829
TFPT,4.636829
TFPT,4.636829
TFPT,4.636829
TFPT,4.636829
TRPM5,3.96608645
ICOS,3.80339749
UBN1,4.15321819
ALG5,2.93997125
NPC1L1,4.79803486
ANAPC2,2.89257969
CNOT7,9.61751481
SNX8,3.93771629
SNX10,3.80599845
STRN4,4.90623228
GNL2,2.92271065
RBM15B,5.21299631
PSMC3IP,0
CPSF1,2.27701745
CPSF1,2.27701745
MYLPF,2.9372034
TRA2A,2.17054135
GPSM2,8.57063134
SAC3D1,2.5456738
CCDC106,1.94162869
EEF2K,3.86213742
EEF2K,3.86213742
ST8SIA5,1.99950007
SNX15,3.96185881
GPR171,0
HOOK2,6.70287982
UBIAD1,6.64924132
HCFC2,5.69542388
SNX11,0
RMC1,2.6845453
PYCR2,1.47083869
NME7,1.9760918
HILPDA,6.9450724
EPN1,3.90672214
GMPPB,0
GMPPA,1.99984027
SEC61A1,6.25766
TIMM22,2.78317135
TIMM22,2.78317135
TIMM22,2.78317135
ALG6,2.93997125
PCDHB1,0
GPR132,1.98266541
SNX12,0
RPA4,2.61107877
NENF,3.94731497
DSE,5.62855319
PKN3,2.65213566
PURG,0
PADI1,3.66240179
PADI1,3.66240179
PNMA3,0
ANAPC4,4.43677017
SERTAD3,1.72112764
DNMT3L,2.90551891
IL19,1.70705006
SERTAD1,1.86907763
DPP7,6.85127803
TRHDE,3.93871779
POMT2,1.99205705
CERS2,4.87360736
SLC25A24,1.99987951
SLC25A24,1.99987951
DMGDH,2.59674827
NRBP1,5.92166298
MRM2,2.54899715
PRICKLE4,0
CDIP1,2.86806723
CDIP1,2.86806723
STRN3,6.95497153
LRP12,2.80033506
PSAT1,1.99992492
MDFIC,2.80922132
IQCJ-SCHIP1,0
SCHIP1,0
A1CF,3.66876357
UBQLN2,5.5077271
UBQLN1,10.42040691
DONSON,2.56326617
NRBF2,4.82395086
RHOD,8.445617
SLC39A3,2.85393962
SLC39A2,3.90150492
SLC2A8,4.9331706
OBP2B,0
OBP2B,0
PILRB,1.74820254
OBP2A,0
PILRA,2.99456272
PACSIN1,12.72591306
BAZ2B,0
LMCD1,2.75424746
NOP53,6.41558387
FSCN3,3.40913477
TNPO2,3.65646858
ERO1A,5.68168495
EFEMP2,3.76510822
TBX21,1.99158422
NXPH1,0
SH3KBP1,9.86546911
TLX3,0
SPANXA1,1.86907763
SLC40A1,8.74703564
RAX,0
HUNK,1.86907763
SOX8,2.71635571
VSX1,0
PLA2G2E,0
ST6GALNAC6,3.96202904
ERVW-1,2.99271554
ADGRE2,4.61437417
KCNIP3,8.84079791
KCNIP2,3.89085167
KCNIP1,4.92065582
CXXC1,6.68086818
ZNF354C,1.98715536
NT5C,3.8161249
POLR1H,2.7660072
POLR1H,2.7660072
POLR1H,2.7660072
POLR1H,2.7660072
POLR1H,2.7660072
POLR1H,2.7660072
POLR1H,2.7660072
POLR1H,2.7660072
CD209,7.87239698
DNTTIP2,1.72112764
SOCS7,3.97340185
SOCS7,3.97340185
EHD4,7.82544501
EHD3,9.64792502
EHD2,10.87727566
,0
CTAG2,0
PIK3R4,12.80371334
TAX1BP3,6.7936909
STOML2,8.84131926
KLK14,2.92172502
KLK12,2.92172502
ZBTB21,2.81650798
SCAPER,2.65213566
WRAP73,2.20831631
CRNN,2.99715043
CLDN20,2.99379197
RRM2B,2.80882657
SMARCAL1,4.34484241
G0S2,1.86347321
PLA2G3,4.96585624
MINK1,8.91193144
CD207,4.90243769
DUOX2,4.94960872
NOX4,10.79073801
NOX3,3.96565304
COL5A3,4.87360461
SYCP3,3.40593467
PODXL2,1.99913594
CHST11,2.95228525
IL20,1.70705006
GALNT9,2.88604298
GALNT9,2.88604298
IL21R,1.98266541
IL22,1.70705006
ATP6V0A4,11.78341364
ITSN2,2.98438765
DEF6,8.70681352
CUZD1,2.7818331
CYHR1,1.97950538
GEMIN4,10.45575558
CALY,4.70106062
ANO7,6.84473103
PNPLA8,7.78460149
ARHGEF4,1.99829186
ARHGEF3,1.72633557
SLC45A1,0
NEUROG3,1.86907763
RDH8,1.98984888
DCAF8,5.55151062
KCNK4,2.90137725
MYEF2,2.75848854
IRX4,0
ASAP1,4.94630874
AK3,1.47083869
HP1BP3,3.74868581
HDGFL3,3.90991682
COPS7A,2.78890887
NSDHL,3.88253242
TAS2R3,1.98266541
TAS2R4,2.96764242
TAS2R16,4.91603262
TAS2R1,1.98266541
TAS2R9,1.98266541
TAS2R9,1.98266541
TAS2R9,1.98266541
TAS2R8,1.98266541
TAS2R8,1.98266541
TAS2R8,1.98266541
TAS2R7,1.98266541
TAS2R7,1.98266541
TAS2R7,1.98266541
TAS2R13,1.98266541
TAS2R13,1.98266541
TAS2R13,1.98266541
TAS2R10,1.98266541
TAS2R10,1.98266541
TAS2R10,1.98266541
TAS2R14,1.98266541
TAS2R14,1.98266541
TAS2R14,1.98266541
DHH,1.99804604
F11R,7.88028148
TRAT1,2.75074855
VILL,0
PARD6A,9.88907919
CLEC4A,1.74820254
SPOCK3,1.70705006
STMN3,3.8904575
RNF141,0
NTM,2.98458357
HEBP1,3.89477374
CDON,2.93109693
IMPG2,3.91796068
PDE11A,0
"",0
FOXP3,3.87837875
SHANK1,13.80102365
TBX22,0
SOST,4.87796709
TMED5,7.70497258
SLC35B3,2.43195581
MTERF3,2.79718124
TPRKB,3.51503902
MED31,3.5423755
COQ6,3.64891891
AMDHD2,1.94162869
SLC35C2,5.34971234
ASCC1,3.89437133
DERL2,8.20932453
EXOSC3,8.39356928
PRELID3B,0
EXOSC1,5.5154845
TMED7,9.97946063
ISOC1,1.78772075
EMC9,1.96580609
EMC9,1.96580609
RRP15,0
WASHC3,1.89494688
HDDC2,0
MRPS16,4.59816237
GLRX2,6.43335212
MRPS18C,2.79182173
FIS1,7.6186878
PAM16,4.41086958
PAM16,4.41086958
GOLT1B,3.94079834
BOLA1,0
VPS36,6.7070972
DESI2,0
TVP23B,0
GLOD4,1.99446293
CELA2B,1.70705006
UBXN1,7.7160356
ZNF593,2.92795475
ZBTB7B,1.61745951
ST8SIA3,1.99950007
PI15,1.83440665
PRLH,1.9940426
GMNN,3.66240179
PLEKHA8P1,2.77954856
LAP3,6.90703226
WDPCP,4.77885972
ZNF691,1.61745951
TXNDC12,1.42899426
TXNDC11,1.99205705
ATL1,8.11478469
RPS27L,1.97540416
SSUH2,1.86907763
YARS2,3.61175922
NMD3,4.71999236
MRPL2,1.89366683
NOSIP,3.697795
DERA,4.84166583
MEMO1,2.78059016
MRPL4,1.89366683
APIP,0
TMX2,1.99148342
CUTC,4.5580059
FCF1,2.77396165
NDUFA13,7.32975364
MRPS7,2.7852411
POLR1D,0
GAL,4.94107543
CRYL1,1.99992492
MLXIPL,4.58011171
TNNI3K,1.86907763
YBX2,2.80204611
YBX2,2.80204611
KLHL5,2.61026656
PLLP,1.99840575
SEPSECS,2.61026656
SIDT2,3.93346143
RRNAD1,0
ADIPOR1,3.74819578
TRNT1,3.65534967
UTP18,5.38826478
SCCPDH,7.86947819
IFT52,8.57591328
ABHD5,1.94162869
SH3GLB1,6.63695453
MECR,2.3905368
NDUFAF1,3.67077427
ABHD17B,5.96997913
PHF20L1,0
TFB1M,0.92169026
APH1A,8.75681807
RDH11,3.95742989
LACTB2,0
KMT5B,2.62710279
TRAPPC12,5.59067484
TRAPPC12,5.59067484
ZDHHC9,6.66899149
RMDN1,2.78043154
MRPS2,2.7080257
COQ4,2.91175009
UTP11,4.91219661
SBDS,5.57585128
RPL26L1,1.99986988
COMMD2,0
ZNF706,1.86907763
IER3IP1,5.5821082
GOLGA7,5.93645734
NAA20,4.47231255
TRIM17,0
TRIM17,0
SAR1B,6.42211358
ANGPTL4,2.32512716
ASB3,0
PHF11,1.68890334
RLIM,3.91322124
KCTD3,0
CEP83,3.88881382
IRAK4,5.8547673
RNFT1,1.99205705
COPS4,6.63884888
INSIG2,1.07516568
CHCHD2,2.53698968
DYNC1LI1,10.62765692
HSD17B12,1.99205705
A4GNT,2.95228525
ING4,4.70074261
CERCAM,1.99592855
MRNIP,2.28356129
MRNIP,2.28356129
SDF4,8.72555586
SLC45A2,1.99958156
SLC45A2,1.99958156
MRTO4,1.97590249
JPT1,3.71205495
SERPINA10,2.95392761
SERPINA10,2.95392761
ZNF580,0
VPS28,8.37634283
VPS28,8.37634283
C3orf18,0
EGFL7,3.74858304
DBR1,1.61745951
DCTN4,8.58781741
AADAT,0
CYB5R4,2.67720602
MYO15A,3.98241992
HSD17B11,3.80509669
HSD17B14,0
NAGPA,1.99964912
TUBD1,5.80132248
TUBE1,2.83621184
LEF1,5.69155038
PLEKHO1,3.88837219
HAO2,2.70023042
DCXR,5.9679827
HSPA14,4.84597611
GPN3,0
CRBN,4.91207405
TCEAL9,0
RSL24D1,2.83181087
SS18L2,0
HERC5,1.26202785
CKLF,3.87362091
ZNF639,1.61745951
IPO11,3.71258346
RAPGEFL1,1.98267346
PLCE1,2.95249068
NIN,9.87874064
CPA4,0
ZDHHC2,4.80266505
DDX47,2.76863039
NUSAP1,4.64649704
TACO1,1.40123275
ACP6,2.59674827
"",4.75851656
"",4.75851656
"",4.75851656
"",4.75851656
"",4.75851656
"",4.75851656
"",4.75851656
GP6,4.75851656
"",4.75851656
GP6,4.75851656
CLDN18,2.99379197
RAB9B,6.60491698
LUZP4,1.86907763
GLRX5,4.80816291
ZNF219,1.99976074
ELOA2,0
ABI3,3.85177113
COPZ2,6.35015682
PIGP,2.70349097
GLTP,1.99733796
PHF20,4.49915424
VRK3,3.39899715
CRIM1,2.98458357
EMC4,1.97168459
MZB1,2.82781225
COX16,0
CCDC174,1.61745951
SHISA5,4.65877992
PAIP2,0
PDZD11,5.96203023
TMEM69,0
MTRES1,0
NT5C3A,2.44889801
MRPL37,3.39973904
RNF181,0
TBC1D7,2.9015029
MARCHF2,5.67064408
MRPL51,2.40705282
TMEM216,5.80747372
MRPL30,1.89366683
MRPL27,1.89366683
CDKL3,1.86907763
CLEC1B,1.74820254
CLEC1A,1.97547522
PIPOX,2.70023042
TFDP3,2.70285551
UBAP1,5.66149051
BET1L,6.77152673
KLF3,1.61745951
ZNF571,0
DNAJC27,1.96805071
IER5,2.81633438
C1RL,1.83440665
C1RL,1.83440665
GOLM1,3.95338588
SCAND1,0
BFAR,3.93022555
BFAR,3.93022555
TLR7,11.56406816
RASL12,0
CEND1,2.99004057
COA4,0
RXFP3,1.74820254
RXFP3,1.74820254
ERGIC2,12.16238428
GMIP,3.85680658
GMPR2,1.9995403
GMPR2,1.9995403
CD320,4.91495776
PCDH12,3.96610209
ECSIT,5.45519405
SLC15A3,2.9630833
BPIFA1,1.70705006
THEG,0
NRN1,4.94072493
TIMMDC1,4.71480117
GCNT4,1.99950007
CYP39A1,2.89366853
FKBP11,1.84815186
ZDHHC3,4.75768514
KCNK9,2.92012308
FAM13B,0
REEP2,3.85775375
ARMCX1,1.99972451
SLC22A17,3.91790783
TLR8,5.7328359
GASK1B,2.88604298
NME8,2.95169171
KRCC1,0
PLAC8,1.99996322
PHF21A,2.75554103
MRPL35,2.40705282
RSRC1,2.78954169
MEX3C,1.86907763
WAC,3.08894576
SPG21,4.61399381
AHSP,1.68637618
ARL6IP4,2.47581086
TNFRSF12A,3.92751727
SPTBN5,7.84410436
ZNF771,1.72112764
NGRN,2.96650891
THEM6,0
MS4A4A,0
DACT1,6.7530311
CRNKL1,6.70961988
ZBTB7A,0
FZR1,3.78187239
TAOK3,2.90334365
KLRF1,2.81500504
KRT76,4.82715924
ZNF117,0
MBTPS2,3.90544064
HOOK1,5.73063209
CDC40,3.70969309
CHST15,1.99950007
ZMYND10,2.96004358
PLA1A,1.99989224
UBR5,5.87396877
POP5,3.88116805
TEX264,1.99990394
POMP,5.66507643
MRPS17,1.89366683
ATRAID,4.96553824
SNX7,0
UCHL5,6.52551526
ANGPT4,1.70705006
CRLF3,3.7368374
ATP6V1D,8.95254058
WNT16,2.90800636
ZNF589,1.61745951
EIF3L,4.85452705
NIP7,3.9356442
RWDD1,1.99895193
AIG1,2.93805838
TRPV2,6.82231059
COMMD10,1.86907763
WDR83OS,0
TRAPPC4,7.79218887
TRAPPC4,7.79218887
PPME1,0
NOL7,2.53911589
BIN2,7.92417644
ACTL6B,3.28114142
AMOTL2,5.84349526
PRKAG2,3.97104425
POLK,3.360036
ZNF107,0
DDX41,5.61336265
SNX9,9.67132221
SUCO,4.91385919
ANAPC5,3.72713464
ANAPC7,3.72713464
SCARA3,5.90987349
MAGEC2,3.70430324
FAM8A1,0
HPCAL4,0
YTHDF2,4.58320355
VGLL1,0
RNF138,1.9312257
IP6K2,3.69772752
PCYOX1,3.99429223
PRRX2,0
LCMT1,0
GULP1,0
REV1,0
RHCG,5.71481188
SFMBT1,1.61745951
GPR89B,1.99964912
UBE2J1,1.99205705
EVL,6.87689631
NAT8B,3.73415756
DCDC2,10.45766795
LIMA1,6.92521859
CABP2,2.89776667
ISYNA1,1.24285218
HSD17B7,3.91518918
ANKFY1,9.57473223
VCX3A,1.72112764
SPOUT1,4.54035099
NOP16,2.17054135
RTCB,7.33353733
HACD3,5.68464835
CTDSPL2,0
NELFCD,2.77022175
TRIAP1,4.81748854
HIKESHI,3.75230027
CWC15,5.75261956
TRMT112,3.87057222
UFC1,1.99984027
RTF2,0
CHMP5,3.95980958
GTSE1,3.96125613
ETV7,1.61745951
DTL,9.54994375
NCKIPSD,2.94962024
LARS1,6.53167151
TMEM14C,1.99919133
TMEM14C,1.99919133
CXXC5,1.97950538
TMEM138,2.9964493
GSKIP,1.86907763
JKAMP,1.99205705
ANAPC11,5.56715256
ZC3HC1,1.73824092
PHF7,5.60951878
VTA1,4.89301258
PPHLN1,3.81893201
MTFP1,1.99955205
ZCCHC17,0
SCLY,0
VPS54,6.34247637
ZNF581,0
SIRT7,2.79395376
SIRT6,4.5249005
CINP,0
RAB14,21.96950519
ACKR4,4.78444493
PEX5L,2.9886877
LGSN,2.9050959
NT5DC3,0
RAB6B,5.38878461
IL23A,2.97233411
MBIP,3.76999102
HDAC7,4.56367358
ARMCX3,1.97258774
TDP2,6.01553847
UFM1,2.60591519
CYRIB,4.98139378
GDE1,2.98602636
LARP7,2.99285661
ESF1,2.7717759
AZIN1,2.61026656
PCF11,3.59389728
MED15,4.69474401
PIAS4,5.4662785
TRIM33,1.61745951
SRRT,2.98231611
NBAS,4.66399759
CUTA,1.99880257
CUTA,1.99880257
LSR,6.85092447
LIPT1,1.47083869
NOP58,10.52092551
PIGT,4.44924957
TRMT6,1.99267546
ATP6V1H,4.93379785
GET4,4.63341981
DPH5,0
ERGIC3,8.43598824
TAF9B,3.08155694
NSG2,11.20134986
UBE2D4,0
KLF13,0
KLF13,0
CCZ1,4.83232434
DYNC2LI1,11.54321017
LUC7L2,2.75769735
OTUD6B,0
RBMX2,1.49597836
DHRS7,0
RTRAF,7.489736
SF3B6,3.694919
MRPL48,2.40705282
TMBIM4,2.79246636
PPIL1,3.22357714
YPEL5,2.70915621
CIAO2B,6.56662231
MRPS23,4.68789578
MRPS33,1.89366683
PTRH2,2.9212828
CHMP3,8.46154911
CDK5RAP1,0
RASD1,3.85065906
STYXL1,0
GINS2,2.24477948
MPC1,1.87238853
