Gene	HIPred
WAC	0.672696948
PTCHD3	0.123297259
RAB18	0.579714477
KIAA1462	0.272623926
YME1L1	0.53161329
MASTL	0.169639766
ANKRD26	0.214144617
MAP3K8	0.774626613
PDSS1	0.52679503
PARD3	0.652402878
ANKRD30A	0.111908376
ZNF438	0.123297259
ZEB1	0.850708902
ZNF37A	0.111908376
CREM	0.824708164
ZNF248	0.38328284
ZNF25	0.172474027
CCDC7	0.123297259
EPC1	0.833142102
ZNF33A	0.194109589
GJD4	0.179693475
CUL2	0.738502383
ARHGAP12	0.414402038
ITGB1	0.613231182
NRP1	0.786105156
CCNY	0.738502383
KIF5B	0.64767915
OR13A1	0.170125708
ZNF32	0.369607776
ZNF485	0.146139458
ALOX5	0.679628551
ZNF33B	0.111908376
RASSF4	0.229989916
C10orf25	0.146139458
ZNF22	0.247530133
ZNF487	0.111908376
FXYD4	0.111908376
RET	0.806311309
RASGEF1A	0.745084822
CXCL12	0.31047225
ZNF239	0.123297259
HNRNPF	0.818333745
CSGALNACT2	0.543343067
C10orf10	0.123297259
TMEM72	0.276369214
BMS1	0.527706027
NPY4R	0.218534321
SYT15	0.264248729
Mar-08	0.308769464
GPRIN2	0.123297259
ANTXRL	0.111908376
FAM21B	0.430698156
ANXA8L2	0.186891869
ZFAND4	0.337546378
ASAH2C	0.290178984
GDF2	0.295108467
VSTM4	0.487590134
ERCC6-PGBD3	0.214144617
RBP3	0.544160545
ERCC6	0.652402878
FRMPD2	0.146139458
C10orf128	0.146139458
LRRC18	0.250911236
PGBD3	0.111908376
DRGX	0.396106541
ARHGAP22	0.284669936
C10orf71	0.145488262
ZNF488	0.123297259
GDF10	0.550078094
MAPK8	0.831385493
ASAH2	0.111908376
TIMM23	0.210247278
OGDHL	0.73783356
NCOA4	0.27013588
PRKG1	0.813755631
SLC18A3	0.445039093
ASAH2B	0.148215801
CSTF2T	0.426739305
A1CF	0.655250847
CHAT	0.560554981
MSMB	0.123297259
C10orf53	0.152543604
SGMS1	0.72829324
CDK1	0.72829324
TMEM26	0.227266595
ANK3	0.585377038
PHYHIPL	0.679662049
IPMK	0.701455235
C10orf107	0.123297259
UBE2D1	0.824708164
CCDC6	0.747748911
PCDH15	0.542977512
RHOBTB1	0.603037536
MBL2	0.212742656
BICC1	0.416287929
ZWINT	0.517599821
TFAM	0.43246159
FAM13C	0.608809412
DKK1	0.733729661
CISD1	0.444217145
SLC16A9	0.615740299
RUFY2	0.662739813
HERC4	0.563471615
CTNNA3	0.469468087
ATOH7	0.489934981
ADO	0.515755296
JMJD1C	0.517733872
LRRTM3	0.800036311
MYPN	0.511283696
EGR2	0.692259967
RTKN2	0.263579309
DNA2	0.703819871
ZNF365	0.152543604
SLC25A16	0.345856816
PBLD	0.176998243
SIRT1	0.782960892
ARID5B	0.72829324
DNAJC12	0.215832233
REEP3	0.24992983
NRBF2	0.479690254
HNRNPH3	0.782960892
SUPV3L1	0.617550611
COL13A1	0.605333805
DDX21	0.597644687
TET1	0.233205885
TYSND1	0.311623305
KIAA1279	0.575333595
SAR1A	0.616986871
SRGN	0.29636696
H2AFY2	0.61672318
HK1	0.638582647
DDX50	0.674702525
VPS26A	0.748812795
CCAR1	0.639467537
HKDC1	0.589428782
AIFM2	0.28195098
C10orf35	0.207846448
NEUROG3	0.289929897
TSPAN15	0.335331529
STOX1	0.211700186
TACR2	0.167412758
LRRC20	0.457994759
AC022532.1	0.146139458
SPOCK2	0.698601484
SGPL1	0.601077437
UNC5B	0.636561334
EIF4EBP2	0.668925405
PALD1	0.600256324
C10orf54	0.351314276
ADAMTS14	0.414402038
PCBD1	0.552758873
SLC29A3	0.218534321
PPA1	0.671686053
CDH23	0.54232949
PRF1	0.146139458
TBATA	0.123297259
PSAP	0.594074547
NPFFR1	0.486422896
CHST3	0.546332002
NODAL	0.593222201
PLA2G12B	0.444330692
USP54	0.343210757
NUDT13	0.291848779
ASCC1	0.14374274
DNAJC9	0.608066559
MSS51	0.170125708
DDIT4	0.692023516
TTC18	0.475038409
MYOZ1	0.468426079
ECD	0.14374274
MRPS16	0.682712436
ANXA7	0.492866129
OIT3	0.322302669
ANAPC16	0.842442453
P4HA1	0.613231182
DNAJB12	0.554481149
MICU1	0.294196963
PPP3CB	0.794239461
MCU	0.71340996
KAT6B	0.824708164
DUSP13	0.14374274
VDAC2	0.747748911
COMTD1	0.408489227
VCL	0.639467537
CHCHD1	0.354114771
NDST2	0.432902128
DUPD1	0.300877631
ADK	0.612771928
FUT11	0.239198908
SYNPO2L	0.496948391
SAMD8	0.542731762
SEC24C	0.69566071
ZSWIM8	0.72829324
AP3M1	0.69566071
C10orf55	0.146139458
CAMK2G	0.688572347
AC022400.2	0.146139458
PLAU	0.508349061
C10orf11	0.290422022
SFTPA2	0.139342904
PLAC9	0.146139458
TMEM254	0.123297259
ZNF503	0.72829324
AL133481.1	0.146139458
SFTPA1	0.111908376
SFTPD	0.334357202
ZMIZ1	0.824708164
ANXA11	0.569592476
NUTM2B	0.430698156
PPIF	0.393798679
DLG5	0.684573174
RPS24	0.650578558
POLR3A	0.639467418
ZCCHC24	0.537645996
KCNMA1	0.708272398
GHITM	0.465020806
NRG3	0.654816091
DYDC1	0.123297259
CDHR1	0.341777653
BMPR1A	0.613231182
LRIT1	0.238498077
SH2D4B	0.250911236
OPN4	0.367028683
GRID1	0.684573174
TSPAN14	0.72829324
LRIT2	0.14374274
WAPAL	0.824708164
RGR	0.28195098
DYDC2	0.123297259
CCSER2	0.327572614
MAT1A	0.70702368
LDB3	0.594703972
C10orf99	0.123297259
FAM213A	0.204680309
SNCG	0.631907046
LIPK	0.1311391
NUTM2A	0.25535503
LIPM	0.170125708
ANKRD22	0.247530133
LIPJ	0.111908376
LIPF	0.158249199
PAPSS2	0.502165139
MINPP1	0.725105703
GLUD1	0.546018958
LIPN	0.144167379
RNLS	0.14374274
MMRN2	0.237914741
PTEN	0.782960892
NUTM2D	0.111908376
FAM35A	0.356810153
ADIRF	0.215463996
ATAD1	0.764511526
ACTA2	0.698045254
ANKRD1	0.397203147
STAMBPL1	0.601099312
IFIT3	0.215526447
LIPA	0.447120279
TNKS2	0.64767915
IFIT1	0.38605544
RPP30	0.28082481
IFIT2	0.38605544
SLC16A12	0.288606137
PPP1R3C	0.753885806
PANK1	0.46440798
FAS	0.671390414
IFIT5	0.278760731
KIF20B	0.458103389
HTR7	0.69773227
HECTD2	0.684573174
IFIT1B	0.111908376
PCGF5	0.746010244
CH25H	0.403551221
SLC35G1	0.565265536
Mar-05	0.768304646
MYOF	0.492040008
CPEB3	0.72829324
FRA10AC1	0.674636364
IDE	0.705665529
NOC3L	0.606650591
HHEX	0.605700672
BTAF1	0.776805341
FFAR4	0.366955459
EXOC6	0.541822851
FGFBP3	0.204157516
RBP4	0.829628229
CEP55	0.561549425
LGI1	0.786043048
CYP26A1	0.585588932
PDE6C	0.492040008
KIF11	0.831385493
PLCE1	0.698162794
CYP26C1	0.588995874
ENTPD1	0.334357202
CYP2C18	0.1311391
TLL2	0.250911236
CYP2C9	0.111908376
CYP2C19	0.111908376
OPALIN	0.170125708
TCTN3	0.123297259
SORBS1	0.599483192
CC2D2B	0.146139458
DNTT	0.75450474
CCNJ	0.672696948
ALDH18A1	0.617550611
CYP2C8	0.111908376
TBC1D12	0.592148542
BLNK	0.773793101
PDLIM1	0.770912826
C10orf129	0.111908376
HELLS	0.75617367
C10orf62	0.146139458
MORN4	0.477741092
EXOSC1	0.613881767
FRAT1	0.464760244
LCOR	0.747748911
C10orf12	0.273053437
HOGA1	0.250911236
PGAM1	0.555769742
PI4K2A	0.626444399
UBTD1	0.50664252
ARHGAP19	0.370475143
PIK3AP1	0.824708164
ANKRD2	0.44160378
TM9SF3	0.70702368
SLIT1	0.693386316
MMS19	0.703963399
ZDHHC16	0.34254238
ARHGAP19-SLIT1	0.163354397
FRAT2	0.557349503
RRP12	0.577358127
SLC25A28	0.72829324
GOLGA7B	0.278598309
HPS1	0.288511723
DNMBP	0.636561334
COX15	0.326485246
SFRP5	0.40895766
CRTAC1	0.589177549
AVPI1	0.123297259
LOXL4	0.196595117
PYROXD2	0.228539303
R3HCC1L	0.17343317
ZFYVE27	0.605333805
ABCC2	0.167412758
ENTPD7	0.443419188
HPSE2	0.454393536
CUTC	0.445030808
NKX2-3	0.669037879
CNNM1	0.80871886
GOT1	0.662739813
HIF1AN	0.782960892
PKD2L1	0.250911236
SEMA4G	0.605333805
LZTS2	0.517733872
CPN1	0.379258305
PDZD7	0.640264928
WNT8B	0.875350475
SEC31B	0.247951508
NDUFB8	0.163354397
C10orf2	0.774626613
FAM178A	0.327572614
SFXN3	0.352169782
SCD	0.73661226
KAZALD1	0.261249274
MRPL43	0.237914741
CHUK	0.773705661
CWF19L1	0.195843071
PAX2	0.791830122
ERLIN1	0.579714477
BLOC1S2	0.513523757
PPRC1	0.372279316
KCNIP2	0.603034794
TLX1	0.735812962
FGF8	0.798162282
LBX1	0.734904885
NOLC1	0.573078573
MGEA5	0.75617367
C10orf76	0.609892011
FBXW4	0.285455585
HPS6	0.519549906
LDB1	0.774626613
PITX3	0.735812962
ELOVL3	0.146139458
BTRC	0.764716923
NPM3	0.517733872
DPCD	0.561718941
GBF1	0.611037552
POLL	0.575230479
TLX1NB	0.179693475
ARL3	0.710111797
TMEM180	0.294196963
TRIM8	0.782960892
SUFU	0.824708164
FBXL15	0.716405332
C10orf32	0.146139458
PCGF6	0.727384329
CUEDC2	0.66094178
NT5C2	0.638582647
INA	0.693529963
CYP17A1	0.309100866
AS3MT	0.300877631
C10orf95	0.204157516
ACTR1A	0.748812795
NFKB2	0.824708164
CNNM2	0.672696948
PSD	0.670882761
RPEL1	0.111908376
SFXN2	0.288511723
WBP1L	0.595059097
CALHM2	0.349588096
NEURL1	0.786468923
SH3PXD2A	0.693781972
XPNPEP1	0.624641776
PDCD11	0.636561334
GSTO2	0.1311391
USMG5	0.767147124
CALHM1	0.349588096
WDR96	0.266339898
TAF5	0.782960892
SLK	0.705665529
SORCS3	0.711480618
SORCS1	0.693386316
SFR1	0.123297259
COL17A1	0.628225148
ITPRIP	0.349588096
GSTO1	0.182144865
OBFC1	0.409033835
CCDC147	0.250911236
TECTB	0.349588096
ACSL5	0.499158382
TCF7L2	0.824708164
CASP7	0.198285043
ADD3	0.465020806
DUSP5	0.799537539
MXI1	0.774626613
NRAP	0.506502628
SMC3	0.782960892
PDCD4	0.703454256
HABP2	0.179693475
SMNDC1	0.734443069
GPAM	0.524089813
VTI1A	0.630757093
SHOC2	0.824708164
ZDHHC6	0.398151577
NHLRC2	0.426189721
TRUB1	0.387274921
C10orf82	0.123297259
TDRD1	0.272623926
FAM160B1	0.565265536
DCLRE1A	0.296469331
PNLIPRP3	0.111908376
AFAP1L2	0.539853334
PNLIPRP1	0.1311391
PLEKHS1	0.152543604
ABLIM1	0.638582647
CCDC172	0.17343317
PNLIPRP2	0.138881207
PNLIP	0.349767208
C10orf118	0.439512342
ATRNL1	0.461525708
GFRA1	0.748405397
VWA2	0.238498077
KCNK18	0.146139458
RGS10	0.799537539
EMX2	0.836621523
KIAA1598	0.688418269
RAB11FIP2	0.546999931
FAM45A	0.275690168
CACUL1	0.699412525
TIAL1	0.672696948
VAX1	0.683528423
NANOS1	0.237914741
SFXN4	0.280968875
EIF3A	0.799691498
PDZD8	0.672696948
PRDX3	0.782960892
SLC18A2	0.829628229
PRLHR	0.40895766
FAM204A	0.309602141
GRK5	0.765201449
HSPA12A	0.80871886
NSMCE4A	0.55010432
INPP5F	0.414402038
CUZD1	0.123297259
HTRA1	0.563471615
ARMS2	0.146139458
PLEKHA1	0.589421332
BAG3	0.73427856
ATE1	0.414402038
FAM24A	0.111908376
SEC23IP	0.414402038
PPAPDC1A	0.660913169
TACC2	0.491751164
MCMBP	0.782960892
DMBT1	0.272623926
FAM24B	0.111908376
WDR11	0.476227701
BTBD16	0.123297259
FGFR2	0.852899194
C10orf120	0.123297259
CTBP2	0.731391132
LHPP	0.204349279
CHST15	0.604546309
HMX2	0.538179159
ACADSB	0.196595117
METTL10	0.153875649
CPXM2	0.334472895
PSTK	0.171636716
C10orf88	0.145488262
IKZF5	0.672696948
ZRANB1	0.819463432
FAM53B	0.410322756
OAT	0.288511723
HMX3	0.55908674
FAM175B	0.670194745
GPR26	0.640932739
EDRF1	0.61401242
BUB3	0.824708164
MKI67	0.598180175
FAM196A	0.652875006
UROS	0.394194305
MGMT	0.437667578
BNIP3	0.70647347
DHX32	0.267443687
BCCIP	0.623596728
CLRN3	0.123297259
MMP21	0.272162974
TCERG1L	0.267443687
ADAM12	0.718180001
GLRX3	0.738514006
FOXI2	0.452588528
FANK1	0.369415909
DOCK1	0.537832558
C10orf90	0.111908376
PTPRE	0.743839204
EBF3	0.773467124
NPS	0.123297259
NKX6-2	0.751845658
TUBGCP2	0.705665529
PRAP1	0.123297259
TTC40	0.179693475
GPR123	0.836621523
C10orf91	0.146139458
ADAM8	0.171636716
CALY	0.378565073
STK32C	0.684573174
LRRC27	0.123297259
PWWP2B	0.72829324
INPP5A	0.761111796
FUOM	0.231108725
DPYSL4	0.6036762
JAKMIP3	0.483335018
VENTX	0.152543604
ZNF511	0.292119116
UTF1	0.285495073
KNDC1	0.3721928
ECHS1	0.579714477
RP11-108K14.8	0.214144617
SPRN	0.366955459
SYCE1	0.183086395
PAOX	0.196595117
CYP2E1	0.662678599
MTG1	0.153875649
FRG2B	0.186891869
B4GALNT4	0.72507143
IFITM2	0.111908376
SCGB1C1	0.146139458
SIRT3	0.504821956
PTDSS2	0.638582647
RIC8A	0.608086526
RNH1	0.171636716
SIGIRR	0.596497774
IFITM3	0.139342904
PSMD13	0.747748911
PKP3	0.669738472
BET1L	0.392551243
IFITM5	0.28195098
ANO9	0.259000301
ODF3	0.234216228
LRRC56	0.145488262
HRAS	0.767147124
ATHL1	0.146139458
IFITM1	0.165942669
EPS8L2	0.38356629
RPLP2	0.713102221
PIDD	0.453565955
TALDO1	0.523649752
PNPLA2	0.264998913
SCT	0.179693475
IRF7	0.566305161
CD151	0.685472012
TMEM80	0.148215801
DEAF1	0.411398292
RASSF7	0.146139458
DRD4	0.523867786
PDDC1	0.378442705
CEND1	0.241154462
CDHR5	0.146139458
EFCAB4A	0.179693475
SLC25A22	0.653748095
C11orf35	0.179693475
PHRF1	0.27013588
CTSD	0.725386977
SYT8	0.146139458
DUSP8	0.875350475
KRTAP5-6	0.146139458
KRTAP5-3	0.179693475
BRSK2	0.850433767
MUC5B	0.403025925
POLR2L	0.618143082
KRTAP5-1	0.146139458
MOB2	0.55699873
KRTAP5-5	0.179693475
KRTAP5-4	0.146139458
TSPAN4	0.462863773
CHID1	0.288511723
KRTAP5-2	0.138881207
MUC6	0.123297259
MUC2	0.313246071
TOLLIP	0.800815582
AP2A2	0.824708164
KCNQ1	0.676298618
INS	0.158249199
TSPAN32	0.179693475
TSSC4	0.123297259
INS-IGF2	0.38605544
TRPM5	0.300067365
TNNT3	0.726042867
ASCL2	0.285495073
TH	0.792615056
TNNI2	0.525119245
CD81	0.824708164
PHLDA2	0.314002961
IGF2	0.285495073
MRPL23	0.32937786
CDKN1C	0.628125131
LSP1	0.251804739
SLC22A18	0.176860437
CARS	0.414402038
OR52K2	0.146139458
ART5	0.144167379
NUP98	0.696916699
STIM1	0.661956608
ZNF195	0.251804739
CHRNA10	0.170125708
OR52M1	0.170125708
PGAP2	0.385124654
TRIM21	0.546018958
OR52K1	0.146139458
ART1	0.19890669
OR52B4	0.146139458
OSBPL5	0.414402038
NAP1L4	0.529801667
MRGPRE	0.146139458
RRM1	0.858686686
RHOG	0.767147124
OR51S1	0.169453561
C11orf40	0.146139458
OR51E1	0.284910262
MMP26	0.158249199
OR52I2	0.111908376
OR51A2	0.25535503
OR52R1	0.146139458
OR52I1	0.139342904
OR51D1	0.170125708
OR51E2	0.247530133
OR51T1	0.123297259
OR51G1	0.170125708
OR51A7	0.144167379
OR51F2	0.170125708
OR51F1	0.146139458
OR51L1	0.146139458
TRIM68	0.448789835
OR51G2	0.170125708
OR51A4	0.139342904
OR51B5	0.146139458
OR51B2	0.146139458
HBG1	0.237914741
OR52D1	0.144167379
OR52J3	0.170125708
OR51I2	0.144167379
OR52E2	0.170125708
HBB	0.172807097
OR52A1	0.146139458
OR51Q1	0.146139458
OR51V1	0.146139458
HBE1	0.284910262
OR52A5	0.146139458
OR51B6	0.123297259
OR51B4	0.146139458
HBD	0.146139458
OR51I1	0.144167379
HBG2	0.237914741
OR51M1	0.144167379
TRIM6	0.1311391
OR52N5	0.170125708
OR52N1	0.146139458
OR52N4	0.146139458
OR52E4	0.170125708
TRIM6-TRIM34	0.132359073
OR52E6	0.111908376
OR52N2	0.123297259
TRIM34	0.111908376
OR56A4	0.146139458
OR52B6	0.146139458
TRIM5	0.490569204
UBQLNL	0.123297259
OR56B1	0.111908376
OR52H1	0.170125708
UBQLN3	0.123297259
OR52E8	0.111908376
OR52L1	0.144167379
OR56A3	0.146139458
TRIM22	0.148215801
PRKCDBP	0.505683362
RRP8	0.273365706
OR56B3P	0.111908376
ARFIP2	0.824708164
ILK	0.75617367
TRIM3	0.824708164
TIMM10B	0.146139458
OR52W1	0.170125708
HPX	0.33108294
CNGA4	0.228539303
CCKBR	0.421012312
C11orf42	0.144167379
FAM160A2	0.661956608
OR56A1	0.146139458
OR56B4	0.111908376
DNHD1	0.17343317
APBB1	0.774626613
OR52B2	0.170125708
SMPD1	0.395618469
MRPL17	0.799537539
PPFIBP2	0.349588096
OR2D2	0.123297259
TPP1	0.693781972
NLRP14	0.111908376
SYT9	0.748882174
OR2AG2	0.111908376
OR2AG1	0.111908376
OR10A4	0.170125708
RBMXL2	0.506795704
TAF10	0.777271807
OR6A2	0.170125708
DCHS1	0.622939706
ZNF215	0.111908376
OR10A2	0.111908376
OR10A5	0.111908376
OLFML1	0.246888831
OR2D3	0.170125708
CYB5R2	0.196595117
ZNF214	0.111908376
OR10A3	0.111908376
ST5	0.850708902
SCUBE2	0.288511723
ASCL3	0.146139458
OR5P2	0.111908376
OVCH2	0.111908376
OR10A6	0.111908376
NLRP10	0.123297259
RIC3	0.305703551
RPL27A	0.801950037
TMEM9B	0.531268656
OR5P3	0.158249199
AKIP1	0.257114232
LMO1	0.557658136
C11orf16	0.123297259
STK33	0.242745936
EIF3F	0.782960892
NRIP3	0.355181247
TUB	0.544160545
DENND5A	0.609892011
ZNF143	0.514720798
USP47	0.816371083
LYVE1	0.123297259
AMPD3	0.455349416
GALNT18	0.614335716
CTR9	0.824708164
DKK3	0.241860658
ADM	0.274280727
IPO7	0.738502383
RNF141	0.528476298
TMEM41B	0.354291677
CSNK2A3	0.111908376
SWAP70	0.505607247
SBF2	0.426189721
WEE1	0.824708164
MRVI1	0.426189721
CALCA	0.138881207
PSMA1	0.373871475
PIK3C2A	0.705665529
C11orf58	0.752204061
RRAS2	0.782960892
INSC	0.563732088
FAR1	0.685321391
COPB1	0.824708164
PDE3B	0.694493771
MICALCL	0.123297259
ARNTL	0.718624055
SOX6	0.724559009
MICAL2	0.463452131
BTBD10	0.638582647
CYP2R1	0.196595117
PARVA	0.774248421
CALCB	0.111908376
PTH	0.146139458
PLEKHA7	0.522324622
RPS13	0.802043378
RP11-113D6.6	0.146139458
MRGPRX4	0.111908376
HPS5	0.447972327
SAAL1	0.291101545
MRGPRX3	0.111908376
NUCB2	0.229989916
KCNC1	0.824627221
SAA4	0.111908376
ABCC8	0.771454096
TPH1	0.369415909
SAA2	0.171650141
SAA1	0.163881958
KCNJ11	0.714407027
USH1C	0.604412496
GTF2H1	0.792929709
SERGEF	0.258208156
MYOD1	0.583992302
RP11-113D6.10	0.138881207
NELL1	0.604412496
HTATIP2	0.196595117
DBX1	0.634462833
UEVLD	0.215832233
MRGPRX1	0.111908376
PRMT3	0.563732088
LDHC	0.212742656
PTPN5	0.62711072
E2F8	0.568355143
TMEM86A	0.579246163
ZDHHC13	0.250911236
CSRP3	0.57935518
LDHA	0.604156792
LDHAL6A	0.241998807
TSG101	0.782960892
IGSF22	0.169639766
SPTY2D1	0.468691528
NAV2	0.554481149
MRGPRX2	0.111908376
SLC6A5	0.276560545
FSHB	0.187376842
KCNA4	0.768581629
KIF18A	0.531640708
BBOX1	0.303136498
FIBIN	0.351702899
FANCF	0.581228554
ANO3	0.72507143
ANO5	0.329371631
MUC15	0.123297259
LIN7C	0.753586948
LGR4	0.595059097
METTL15	0.204349279
GAS2	0.617237508
SLC17A6	0.792908728
CCDC34	0.123297259
SLC5A12	0.495185226
SVIP	0.492641807
BDNF	0.7969836
LUZP2	0.267443687
PAX6	0.875350475
QSER1	0.595059097
CCDC73	0.123297259
HIPK3	0.703963399
CSTF3	0.650545239
FBXO3	0.782960892
DNAJC24	0.204349279
IMMP1L	0.517254055
MPPED2	0.774301469
EIF3M	0.824708164
DEPDC7	0.291101545
TCP11L1	0.38356629
KIAA1549L	0.27013588
DCDC1	0.123297259
PRRG4	0.233009279
ELP4	0.604696631
ARL14EP	0.397666126
CD59	0.123297259
RCN1	0.6914047
LDLRAD3	0.332483917
CAPRIN1	0.774626613
NAT10	0.636561334
FJX1	0.565978169
TRAF6	0.628093183
CAT	0.515679121
CD44	0.598180175
TRIM44	0.419174999
LMO2	0.61459893
APIP	0.352169782
ELF5	0.284816563
PRR5L	0.590347826
RAG1	0.80006516
SLC1A2	0.714798927
PDHX	0.703963399
PAMR1	0.349588096
EHF	0.653748095
COMMD9	0.333471239
ABTB2	0.554481149
HSD17B12	0.340602458
LRRC4C	0.80871886
C11orf74	0.123297259
ALKBH3	0.291848779
CD82	0.669261694
CHST1	0.80871886
SLC35C1	0.42872709
TSPAN18	0.420209289
TP53I11	0.459318936
PRDM11	0.562885344
ACCS	0.201481774
RAG2	0.444330692
SYT13	0.737350285
ALX4	0.782939255
API5	0.748812795
TTC17	0.465840608
ACCSL	0.111908376
EXT2	0.661286175
ARFGAP2	0.426189721
MAPK8IP1	0.800053895
DGKZ	0.789748371
ZNF408	0.172060996
ARHGAP1	0.792072892
CREB3L1	0.593909562
C11orf94	0.170125708
CHRM4	0.786043048
CRY2	0.747748911
PHF21A	0.852899194
F2	0.634786546
AMBRA1	0.819463432
C11orf49	0.215832233
CKAP5	0.758203566
GYLTL1B	0.238498077
MDK	0.767147124
LRP4	0.575333595
ATG13	0.591455102
PEX16	0.330578387
HARBI1	0.291848779
CELF1	0.69566071
NUP160	0.654928684
MTCH2	0.426189721
FAM180B	0.123297259
PSMC3	0.782960892
PACSIN3	0.693781972
KBTBD4	0.390633315
NDUFS3	0.320700407
NR1H3	0.661956608
AGBL2	0.169388831
MADD	0.652402878
SPI1	0.833167911
RAPSN	0.41453588
PTPMT1	0.290619403
MYBPC3	0.492040008
FNBP4	0.824708164
ACP2	0.455287486
SLC39A13	0.241776288
DDB2	0.75617367
C1QTNF4	0.55908674
OR4C3	0.170125708
OR4A47	0.1311391
OR4C46	0.111908376
TRIM49B	0.111908376
TRIM48	0.111908376
OR4C12	0.146139458
FOLH1	0.571307003
OR4B1	0.146139458
OR4C13	0.111908376
OR4S1	0.146139458
OR4X1	0.111908376
OR4A16	0.111908376
OR4X2	0.111908376
TRIM64C	0.111908376
OR4C15	0.146139458
OR4C5	0.146139458
PTPRJ	0.567875743
OR4C6	0.123297259
OR5W2	0.146139458
OR4S2	0.144167379
OR4C11	0.111908376
OR4P4	0.146139458
OR10AG1	0.123297259
OR5AS1	0.170125708
OR5L2	0.111908376
OR8H2	0.111908376
OR5D18	0.111908376
OR8J3	0.111908376
OR5L1	0.111908376
TRIM51	0.111908376
OR8I2	0.170125708
OR8H3	0.111908376
OR5D13	0.146139458
OR5I1	0.170125708
OR5D16	0.1311391
OR5D14	0.146139458
OR5F1	0.146139458
OR8K5	0.146139458
OR5AR1	0.144167379
OR8J1	0.111908376
OR8K3	0.146139458
OR5T2	0.111908376
OR5M1	0.111908376
OR5T3	0.111908376
OR5J2	0.170125708
OR5AP2	0.144167379
OR8U1	0.170125708
OR5M11	0.123297259
OR5M8	0.144167379
OR5M9	0.123297259
OR5R1	0.123297259
OR8K1	0.170125708
OR8H1	0.111908376
OR5M10	0.111908376
OR9G1	0.146139458
OR5T1	0.111908376
OR5M3	0.146139458
P2RX3	0.479892105
SLC43A1	0.336163014
UBE2L6	0.456701487
YPEL4	0.529013634
SMTNL1	0.146139458
OR5AK2	0.123297259
LRRC55	0.535942256
SLC43A3	0.492040008
CLP1	0.824017704
TNKS1BP1	0.478097498
APLNR	0.418466419
PRG2	0.111908376
OR9G4	0.144167379
SSRP1	0.824708164
MED19	0.731202364
PRG3	0.111908376
SERPING1	0.594074547
ZDHHC5	0.767620981
TIMM10	0.684218884
RTN4RL2	0.714798927
OR5B17	0.111908376
OR5B3	0.111908376
OR5B2	0.111908376
OR6Q1	0.146139458
OR9Q1	0.1311391
CNTF	0.262694746
OR5B21	0.170125708
C11orf31	0.170125708
OR1S1	0.111908376
OR1S2	0.111908376
LPXN	0.228539303
ZFP91	0.458788931
TMX2	0.343741655
OR9I1	0.203408599
OR10W1	0.170125708
OR10Q1	0.123297259
OR5B12	0.111908376
OR9Q2	0.1311391
CTNND1	0.799691498
OR5AN1	0.111908376
OR5A2	0.123297259
OR5A1	0.170125708
FAM111A	0.111908376
GLYAT	0.111908376
OR4D9	0.146139458
DTX4	0.579714477
STX3	0.762403488
MRPL16	0.50084877
OR4D6	0.144167379
FAM111B	0.111908376
OR4D10	0.146139458
OR10V1	0.170125708
MPEG1	0.18980889
GLYATL2	0.111908376
OSBP	0.661956608
GLYATL1	0.111908376
PATL1	0.824708164
OR4D11	0.170125708
CCDC86	0.179491147
MS4A7	0.111908376
MS4A13	0.123297259
OOSP2	0.111908376
MS4A3	0.123297259
MS4A6E	0.132359073
MS4A4E	0.146139458
GIF	0.559964359
MS4A10	0.123297259
MS4A6A	0.111908376
MS4A5	0.111908376
MS4A8	0.146139458
MS4A12	0.123297259
MS4A2	0.123297259
TCN1	0.227510974
PTGDR2	0.3236835
MS4A4A	0.111908376
MS4A14	0.111908376
MS4A1	0.146139458
MS4A15	0.172474027
CYB561A3	0.288425684
TMEM216	0.155944347
PPP1R32	0.146139458
TMEM132A	0.431423813
TMEM109	0.171636716
TMEM138	0.246557608
SLC15A3	0.170125708
DDB1	0.782960892
PRPF19	0.824708164
PGA5	0.139342904
VPS37C	0.593477905
CPSF7	0.792929709
PGA3	0.217686594
DAK	0.204349279
CD6	0.54232949
ZP1	0.111908376
VWCE	0.270308048
SDHAF2	0.625318527
CD5	0.405845135
RAB3IL1	0.410969615
SCGB1D2	0.111908376
MYRF	0.571837127
SYT7	0.881716847
FADS3	0.580547333
FADS2	0.630912066
SCGB2A1	0.111908376
DAGLA	0.654521644
SCGB2A2	0.111908376
FTH1	0.668608248
FADS1	0.692962468
TMEM258	0.249647394
BEST1	0.180262446
INCENP	0.677365482
SCGB1D1	0.111908376
ASRGL1	0.300067365
SCGB1D4	0.111908376
FEN1	0.813150704
SCGB1A1	0.31047225
UBXN1	0.700975537
TUT1	0.560864329
HNRNPUL2	0.380376667
LRRN4CL	0.152543604
METTL12	0.146139458
TTC9C	0.28195098
C11orf83	0.146139458
GANAB	0.568249464
MTA2	0.80907917
C11orf48	0.123297259
B3GAT3	0.290747881
EML3	0.519549906
RP11-831H9.11	0.231108725
EEF1G	0.661956608
INTS5	0.784873009
GNG3	0.497388065
ROM1	0.144167379
BSCL2	0.327572614
AHNAK	0.594703972
HRASLS5	0.111908376
POLR2G	0.784796238
RARRES3	0.554283679
SLC22A6	0.234216228
SLC22A8	0.252123386
WDR74	0.510470629
ZBTB3	0.484736234
SLC3A2	0.454684258
STX5	0.774626613
NXF1	0.746149302
TMEM223	0.146139458
